date,air_humidity_UniOS,air_pressure_UniOS,global_solar_radiation_UniOS,temperature_UniOS,wind_speed_avg_UniOS,wind_speed_max_UniOS,wind_direction_category_UniOS,year,month,day
2010-01-26,78.6365972222,1028.60138889,80.8260763889,-10.3522569444,6.98732638889,30.53,E,2010.0,1.0,26.0
2010-01-27,79.5635416667,1012.83784722,37.7706944444,-6.02680555556,14.1436458333,59.93,SW,2010.0,1.0,27.0
2010-01-28,90.1943055556,990.0596875,35.3096527778,1.19149305556,14.1640972222,38.56,W,2010.0,1.0,28.0
2010-01-29,93.6335069444,974.434513889,18.7491319444,-0.00947916666667,13.8365972222,39.67,SW,2010.0,1.0,29.0
2010-01-30,86.8474652778,979.855416667,26.8838194444,-2.09565972222,9.71458333333,36.04,W,2010.0,1.0,30.0
2010-01-31,87.9755555556,988.022569444,61.6388541667,-0.245416666667,17.1884375,42.78,SW,2010.0,1.0,31.0
2010-02-01,86.8735069444,994.250763889,29.7489930556,-0.596388888889,14.9701388889,40.86,SW,2010.0,2.0,1.0
2010-02-02,92.7465972222,992.362326389,18.7980902778,-0.8359375,19.5703125,61.32,SW,2010.0,2.0,2.0
2010-02-03,90.9610416667,994.653298611,72.215625,0.881180555556,13.4713541667,40.26,SW,2010.0,2.0,3.0
2010-02-04,91.7642708333,999.995729167,30.3293402778,2.69569444444,9.28256944444,30.2,SW,2010.0,2.0,4.0
2010-02-05,87.2593055556,996.168715278,66.2903472222,2.8421875,9.651875,40.86,E,2010.0,2.0,5.0
2010-02-06,90.2088194444,1002.03756944,30.6394097222,0.643854166667,8.10364583333,30.53,E,2010.0,2.0,6.0
2010-02-07,89.3994097222,1010.08298611,49.0126736111,-1.84975694444,10.0600694444,35.13,E,2010.0,2.0,7.0
2010-02-08,85.1071875,1002.0871875,30.8052777778,-5.27149305556,11.0458680556,36.52,E,2010.0,2.0,8.0
2010-02-09,83.9858680556,996.521597222,32.3650347222,-5.06680555556,8.08305555556,30.53,E,2010.0,2.0,9.0
2010-02-10,87.4969686411,998.295052265,56.212195122,-5.04459930314,11.1303832753,38.56,NE,2010.0,2.0,10.0
2010-02-11,84.9798958333,1003.28315972,53.5119791667,-3.69840277778,16.4411805556,54.99,NE,2010.0,2.0,11.0
2010-02-12,86.4177430556,1006.73868056,53.1316666667,-3.94055555556,10.4160763889,29.57,N,2010.0,2.0,12.0
2010-02-13,85.7861805556,1006.08013889,38.7377777778,-3.15246527778,6.31545138889,20.59,NW,2010.0,2.0,13.0
2010-02-14,86.5988541667,1002.56388889,62.6752430556,-4.3634375,6.21645833333,22.98,E,2010.0,2.0,14.0
2010-02-15,83.1298263889,996.658333333,104.696354167,-4.58121527778,7.15652777778,26.31,E,2010.0,2.0,15.0
2010-02-16,75.9524652778,990.861875,125.012743056,-1.17704861111,10.3002430556,32.28,SE,2010.0,2.0,16.0
2010-02-17,75.3852083333,984.238680556,95.4589930556,-1.8865625,8.18847222222,35.58,E,2010.0,2.0,17.0
2010-02-18,88.3307986111,983.191944444,29.706875,2.36409722222,8.62170138889,31.92,SE,2010.0,2.0,18.0
2010-02-19,79.8151041667,980.140069444,71.2665972222,3.9634375,14.1675,46.44,SW,2010.0,2.0,19.0
2010-02-20,85.7211805556,984.100833333,70.5401736111,0.884791666667,15.6760416667,46.44,SW,2010.0,2.0,20.0
2010-02-21,84.195,987.160763889,70.8347222222,0.667638888889,9.38427083333,38.56,SW,2010.0,2.0,21.0
2010-02-22,84.4883333333,977.599027778,52.2840277778,4.73774305556,11.3371875,57.35,SW,2010.0,2.0,22.0
2010-02-23,92.6810069444,982.363368056,28.7627083333,1.52381944444,12.7914583333,39.11,E,2010.0,2.0,23.0
2010-02-24,89.4411805556,985.942152778,67.2446180556,5.39892361111,8.72774305556,40.86,SE,2010.0,2.0,24.0
2010-02-25,83.1608333333,981.873055556,65.0973611111,7.9659375,15.6828125,51.8,SE,2010.0,2.0,25.0
2010-02-26,83.2125694444,977.995902778,71.9026388889,7.61395833333,16.2442361111,58.61,SW,2010.0,2.0,26.0
2010-02-27,78.5018402778,986.805486111,60.1996180556,6.07104166667,19.3184375,67.58,SW,2010.0,2.0,27.0
2010-02-28,81.285625,972.450520833,36.2294791667,6.06076388889,20.8228819444,91.08,SW,2010.0,2.0,28.0
2010-03-01,82.1579513889,992.884548611,122.532673611,3.40545138889,17.461875,67.58,W,2010.0,3.0,1.0
2010-03-02,78.6957291667,1007.60354167,149.705972222,2.49993055556,12.7109722222,43.46,W,2010.0,3.0,2.0
2010-03-03,78.9806944444,1011.01371528,118.1896875,2.81399305556,8.54340277778,31.56,W,2010.0,3.0,3.0
2010-03-04,73.7053125,1009.12548611,150.828645833,0.349340277778,6.38854166667,40.86,W,2010.0,3.0,4.0
2010-03-05,84.2195486111,1010.216875,135.362395833,-0.987673611111,10.9165972222,38.56,SW,2010.0,3.0,5.0
2010-03-06,80.0174305556,1010.68888889,192.948541667,-1.8903125,14.7015972222,59.93,NE,2010.0,3.0,6.0
2010-03-07,63.2765625,1022.45260417,201.101284722,-2.22048611111,5.17916666667,25.16,N,2010.0,3.0,7.0
2010-03-08,80.5706944444,1016.89038194,73.869375,-1.6903125,7.03170138889,31.92,SW,2010.0,3.0,8.0
2010-03-09,70.1642013889,1017.2834375,206.080208333,-1.22326388889,5.36322916667,28.68,E,2010.0,3.0,9.0
2010-03-10,78.5341319444,1016.115625,208.234444444,-1.68451388889,9.92479166667,35.58,NE,2010.0,3.0,10.0
2010-03-11,87.1073611111,1009.25114583,73.5454861111,-1.34430555556,10.3817013889,31.92,N,2010.0,3.0,11.0
2010-03-12,80.5946875,1006.09545139,65.4186458333,3.06541666667,10.0682638889,36.52,W,2010.0,3.0,12.0
2010-03-13,85.8978125,1009.64715278,55.561875,3.70194444444,14.3389930556,50.82,W,2010.0,3.0,13.0
2010-03-14,86.6208680556,1007.42701389,59.7069097222,4.26784722222,15.7225,48.09,W,2010.0,3.0,14.0
2010-03-15,87.8536111111,1007.76524306,67.2381597222,3.605,14.1590972222,42.78,W,2010.0,3.0,15.0
2010-03-16,85.3485763889,1012.34680556,109.750520833,3.54920138889,10.2814930556,27.84,SW,2010.0,3.0,16.0
2010-03-17,69.7239930556,1011.971875,172.645034722,7.80708333333,13.1743402778,43.46,SW,2010.0,3.0,17.0
2010-03-18,58.2351041667,1008.95701389,191.922118056,11.2227430556,11.1670138889,37.01,SW,2010.0,3.0,18.0
2010-03-19,67.8385763889,1003.09934028,79.7066666667,12.5395138889,14.4457638889,51.8,SW,2010.0,3.0,19.0
2010-03-20,86.2855208333,996.334826389,53.3655902778,12.8012847222,16.1256597222,48.09,SW,2010.0,3.0,20.0
2010-03-21,84.8596527778,1000.62538194,82.3687152778,9.496875,10.1001736111,37.01,SW,2010.0,3.0,21.0
2010-03-22,81.2000347222,1009.82659722,137.117569444,7.66746527778,6.145625,30.2,SW,2010.0,3.0,22.0
2010-03-23,68.4462152778,1007.28857639,209.637881944,10.0792708333,9.6484375,29.57,SW,2010.0,3.0,23.0
2010-03-24,64.1790972222,1001.15677083,180.379305556,12.0456944444,8.81743055556,37.01,E,2010.0,3.0,24.0
2010-03-25,60.6622916667,995.246493056,155.2384375,14.9044791667,9.7134375,52.82,SE,2010.0,3.0,25.0
2010-03-26,79.3307638889,994.169479167,50.8233680556,10.0809375,9.29534722222,38.56,SW,2010.0,3.0,26.0
2010-03-27,78.4377777778,992.850069444,114.303368056,8.8115625,13.4180555556,35.58,SW,2010.0,3.0,27.0
2010-03-28,76.8902181818,994.986145455,117.714327273,8.46072727273,16.1434181818,51.8,SW,2010.0,3.0,28.0
2010-03-29,81.3403472222,992.708055556,142.737118056,8.67725694444,9.71399305556,28.11,SW,2010.0,3.0,29.0
2010-03-30,75.6263888889,983.314131944,151.747847222,11.2829513889,12.3024305556,53.88,SE,2010.0,3.0,30.0
2010-03-31,65.4809722222,986.152152778,193.407847222,7.94055555556,18.09875,67.58,SW,2010.0,3.0,31.0
2010-04-01,77.2957986111,994.709444444,122.555972222,4.32972222222,18.7076388889,73.22,SW,2010.0,4.0,1.0
2010-04-02,55.3680555556,1001.33680556,255.118159722,7.47666666667,14.6980208333,49.87,SE,2010.0,4.0,2.0
2010-04-03,64.3870138889,996.448819444,162.756701389,9.32145833333,13.0523263889,46.44,SE,2010.0,4.0,3.0
2010-04-04,78.4979513889,996.260972222,141.210972222,8.17083333333,12.823125,48.09,SW,2010.0,4.0,4.0
2010-04-05,69.6783680556,1011.72597222,185.717256944,7.96909722222,12.3051388889,40.26,W,2010.0,4.0,5.0
2010-04-06,54.9548263889,1012.31791667,276.833888889,11.5753125,9.61760416667,41.48,SE,2010.0,4.0,6.0
2010-04-07,52.0547569444,1006.6725,245.877083333,14.2259027778,7.94034722222,33.85,E,2010.0,4.0,7.0
2010-04-08,78.0607291667,1012.77364583,53.2703125,10.0703125,6.07857638889,26.07,W,2010.0,4.0,8.0
2010-04-09,74.8397569444,1019.87302083,167.705972222,8.49625,7.33347222222,28.97,SW,2010.0,4.0,9.0
2010-04-10,75.8739236111,1019.32149306,173.702222222,6.79934027778,7.49315972222,28.39,NW,2010.0,4.0,10.0
2010-04-11,82.9434027778,1015.68635417,95.0939583333,5.12677083333,11.3498958333,45.66,NE,2010.0,4.0,11.0
2010-04-12,72.4107638889,1011.50298611,244.628159722,8.05934027778,13.9048958333,50.82,NE,2010.0,4.0,12.0
2010-04-13,65.1989930556,1008.1859375,252.757881944,9.18072916667,12.5137152778,48.09,NE,2010.0,4.0,13.0
2010-04-14,65.8236111111,1006.86298611,255.902430556,9.12649305556,11.1370138889,44.17,NE,2010.0,4.0,14.0
2010-04-15,57.0139236111,1008.30055556,297.168125,9.20534722222,11.0316319444,35.58,NE,2010.0,4.0,15.0
2010-04-16,67.7641666667,1011.65819444,172.5903125,7.35086805556,9.35048611111,38.56,NW,2010.0,4.0,16.0
2010-04-17,60.8896180556,1010.82322917,309.761979167,8.91902777778,4.86947916667,24.94,SW,2010.0,4.0,17.0
2010-04-18,52.8202430556,1002.82597222,300.082604167,12.8199305556,5.06038194444,23.53,,2010.0,4.0,18.0
2010-04-19,61.16375,1004.7975,314.650416667,8.8965625,9.80204861111,34.69,N,2010.0,4.0,19.0
2010-04-20,61.7971180556,1002.64413194,183.788229167,7.92427083333,12.9750347222,50.82,W,2010.0,4.0,20.0
2010-04-21,62.5649652778,1004.78326389,253.025034722,6.12086805556,14.2395833333,56.14,W,2010.0,4.0,21.0
2010-04-22,59.8899305556,1006.23829861,299.800555556,7.27086805556,7.45069444444,27.84,W,2010.0,4.0,22.0
2010-04-23,54.3036458333,1005.6225,319.488055556,9.29295138889,4.458125,24.32,E,2010.0,4.0,23.0
2010-04-24,47.9767361111,1009.44972222,301.756909722,12.0363194444,6.54774305556,28.39,E,2010.0,4.0,24.0
2010-04-25,46.27625,1009.80072917,286.352708333,17.1533333333,7.14274305556,39.67,E,2010.0,4.0,25.0
2010-04-26,78.8763194444,1010.84739583,116.781770833,12.6458333333,11.4770833333,41.48,W,2010.0,4.0,26.0
2010-04-27,73.5962152778,1015.62444444,196.962638889,12.7698958333,6.2896875,26.55,W,2010.0,4.0,27.0
2010-04-28,61.3627430556,1013.11604167,281.195173611,15.3994791667,6.15475694444,29.27,SE,2010.0,4.0,28.0
2010-04-29,50.4805902778,1001.32041667,231.674444444,19.8352430556,9.41680555556,33.04,SW,2010.0,4.0,29.0
2010-04-30,78.0727777778,996.139305556,125.499930556,13.6661458333,14.5825347222,54.99,SW,2010.0,4.0,30.0
2010-05-01,75.3990625,998.120520833,247.249861111,11.1749652778,12.2570486111,54.99,SW,2010.0,5.0,1.0
2010-05-02,85.1696527778,998.574618056,125.419305556,9.21201388889,10.1740277778,49.87,E,2010.0,5.0,2.0
2010-05-03,87.0199652778,999.867951389,88.4068402778,8.44465277778,5.88302083333,20.59,W,2010.0,5.0,3.0
2010-05-04,73.1197192982,1009.20308772,236.804210526,7.41796491228,9.49301754386,42.12,NW,2010.0,5.0,4.0
2010-05-05,66.0521527778,1007.38305556,274.8759375,7.61430555556,9.28538194444,42.78,NE,2010.0,5.0,5.0
2010-05-06,81.0115277778,996.521666667,111.802013889,6.3334375,16.2448263889,53.88,NE,2010.0,5.0,6.0
2010-05-07,91.4896875,994.823506944,61.6332291667,5.82333333333,6.47694444444,39.11,N,2010.0,5.0,7.0
2010-05-08,85.2320486111,998.041666667,98.3917013889,8.07100694444,4.91267361111,23.72,SW,2010.0,5.0,8.0
2010-05-09,81.8702777778,998.229340278,193.0540625,9.64083333333,4.63864583333,28.39,,2010.0,5.0,9.0
2010-05-10,67.8475,998.406180556,152.055277778,7.77125,7.73684027778,26.07,NW,2010.0,5.0,10.0
2010-05-11,74.8710416667,998.187951389,83.7665625,6.94788194444,12.6721180556,48.09,NE,2010.0,5.0,11.0
2010-05-12,91.9152083333,995.229895833,55.3797569444,6.51888888889,9.49354166667,35.58,W,2010.0,5.0,12.0
2010-05-13,86.0056944444,1000.55954861,78.5546527778,7.08975694444,6.47572916667,18.46,W,2010.0,5.0,13.0
2010-05-14,74.5900694444,1000.95920139,165.073090278,8.69055555556,5.89024305556,21.48,W,2010.0,5.0,14.0
2010-05-15,76.9624652778,1000.04052083,124.965729167,7.99847222222,8.55583333333,26.07,W,2010.0,5.0,15.0
2010-05-16,64.7068402778,1001.63739583,288.165,11.4486458333,13.4136111111,44.17,W,2010.0,5.0,16.0
2010-05-17,72.575625,1008.33649306,157.569166667,10.9608680556,9.81513888889,31.56,SW,2010.0,5.0,17.0
2010-05-18,72.0113194444,1014.54815972,212.515173611,9.60538194444,10.3291666667,38.56,NW,2010.0,5.0,18.0
2010-05-19,66.9500694444,1014.35288194,162.419826389,10.8369097222,11.8921180556,45.66,NW,2010.0,5.0,19.0
2010-05-20,55.2448611111,1017.40770833,258.726319444,14.1588194444,10.1796875,34.26,NW,2010.0,5.0,20.0
2010-05-21,63.8210069444,1017.45243056,349.359583333,15.4475347222,6.33954861111,30.86,NW,2010.0,5.0,21.0
2010-05-22,75.5500347222,1014.76586806,276.056041667,14.6776388889,7.9728125,28.68,W,2010.0,5.0,22.0
2010-05-23,74.08875,1010.87440972,320.964722222,16.5794097222,8.20708333333,30.53,W,2010.0,5.0,23.0
2010-05-24,69.4642708333,1001.08864583,309.275625,17.5126041667,13.9088194444,62.77,W,2010.0,5.0,24.0
2010-05-25,65.9596527778,1000.95885417,321.294895833,13.0997916667,9.66402777778,33.85,NW,2010.0,5.0,25.0
2010-05-26,71.5407291667,998.550659722,191.642951389,9.53284722222,9.15440972222,33.85,E,2010.0,5.0,26.0
2010-05-27,71.0388888889,997.418541667,247.054548611,12.4379513889,5.89034722222,25.83,W,2010.0,5.0,27.0
2010-05-28,65.2761805556,1001.05197917,309.684201389,13.7839236111,8.83090277778,44.9,W,2010.0,5.0,28.0
2010-05-29,53.6490625,1005.55625,270.9684375,14.5815972222,6.39711805556,34.26,SW,2010.0,5.0,29.0
2010-05-30,83.5730902778,994.095347222,153.80875,13.031875,13.6689930556,49.87,SW,2010.0,5.0,30.0
2010-05-31,92.0765625,999.304791667,80.4176736111,10.6186805556,9.24604166667,31.21,W,2010.0,5.0,31.0
2010-06-01,70.6751736111,1003.84552083,321.082395833,14.9809027778,8.18076388889,32.66,W,2010.0,6.0,1.0
2010-06-02,70.0551736111,1006.45756944,259.530763889,14.7725347222,9.52576388889,38.03,NW,2010.0,6.0,2.0
2010-06-03,60.4139583333,1009.97215278,399.6446875,16.8300694444,10.4628472222,39.67,N,2010.0,6.0,3.0
2010-06-04,60.4614930556,1010.08086806,393.466354167,17.4292361111,6.340625,26.8,NW,2010.0,6.0,4.0
2010-06-05,58.9841666667,1008.61104167,374.854513889,19.6001736111,6.19461805556,22.12,E,2010.0,6.0,5.0
2010-06-06,56.9623611111,1000.66954861,313.510486111,21.776875,7.00083333333,37.51,E,2010.0,6.0,6.0
2010-06-07,76.1370486111,998.247013889,164.966319444,16.4567708333,14.2930555556,64.29,SW,2010.0,6.0,7.0
2010-06-08,77.8119097222,995.996944444,195.08,17.2825,6.63875,27.84,SE,2010.0,6.0,8.0
2010-06-09,84.5196875,995.240972222,145.497118056,18.9388541667,6.47694444444,26.07,SW,2010.0,6.0,9.0
2010-06-10,80.0101736111,995.262222222,240.761076389,21.4295138889,6.33538194444,45.66,E,2010.0,6.0,10.0
2010-06-11,75.4266666667,994.306145833,283.633402778,20.1019097222,17.4692361111,97.95,SW,2010.0,6.0,11.0
2010-06-12,75.7617708333,999.705173611,155.635520833,14.8297916667,10.4157291667,33.85,W,2010.0,6.0,12.0
2010-06-13,69.048125,1004.94048611,252.382534722,13.3879861111,7.69260416667,24.32,W,2010.0,6.0,13.0
2010-06-14,61.6004166667,1005.0153125,312.713715278,16.8068055556,8.49006944444,31.56,E,2010.0,6.0,14.0
2010-06-15,63.8350694444,1012.02444444,362.951701389,13.9281944444,10.5307986111,36.04,N,2010.0,6.0,15.0
2010-06-16,62.7511458333,1012.15899306,403.535173611,16.099375,12.4597916667,50.82,E,2010.0,6.0,16.0
2010-06-17,55.7396875,1008.24072917,406.243506944,18.6213194444,10.8737847222,50.82,E,2010.0,6.0,17.0
2010-06-18,75.6724652778,1002.765625,178.902916667,13.4553472222,11.1684722222,40.26,NW,2010.0,6.0,18.0
2010-06-19,75.6691319444,996.262083333,206.322152778,10.9253819444,12.0649305556,39.11,W,2010.0,6.0,19.0
2010-06-20,74.9225347222,1001.09461806,190.7078125,11.9659027778,10.3488541667,33.85,W,2010.0,6.0,20.0
2010-06-21,71.7584027778,1008.58326389,216.62625,12.8339583333,8.05916666667,27.84,W,2010.0,6.0,21.0
2010-06-22,65.7654513889,1012.45625,302.490555556,15.8836111111,4.49663194444,22.29,W,2010.0,6.0,22.0
2010-06-23,57.8777777778,1011.20666667,381.831666667,18.9224652778,4.76534722222,31.56,,2010.0,6.0,23.0
2010-06-24,56.8554513889,1007.15621528,347.720277778,21.7781944444,5.23680555556,27.84,W,2010.0,6.0,24.0
2010-06-25,63.1795833333,1005.59996528,295.226840278,19.8614236111,8.52666666667,31.21,NW,2010.0,6.0,25.0
2010-06-26,59.3465972222,1007.50541667,405.830625,19.515625,7.66579861111,31.21,NE,2010.0,6.0,26.0
2010-06-27,55.0202083333,1008.76236111,389.524166667,22.2087847222,8.58010416667,31.92,E,2010.0,6.0,27.0
2010-06-28,52.5725694444,1007.62434028,356.466215278,25.2746180556,6.86534722222,27.31,E,2010.0,6.0,28.0
2010-06-29,54.8299652778,1007.40972222,355.965486111,23.5065277778,8.15527777778,36.52,W,2010.0,6.0,29.0
2010-06-30,68.9278819444,1008.67083333,235.223333333,21.2507291667,6.24930555556,28.39,W,2010.0,6.0,30.0
2010-07-01,60.2476736111,1005.2728125,274.314131944,24.2194791667,7.606875,35.58,SW,2010.0,7.0,1.0
2010-07-02,50.1619791667,1004.07364583,314.379930556,27.6245138889,8.16215277778,33.04,SE,2010.0,7.0,2.0
2010-07-03,60.5622222222,1005.0409375,284.953368056,26.8511458333,9.0909375,54.99,E,2010.0,7.0,3.0
2010-07-04,76.8345138889,1008.54267361,241.687326389,22.0587847222,7.69368055556,26.07,W,2010.0,7.0,4.0
2010-07-05,69.7873958333,1008.10385417,202.527743056,19.300625,10.5323958333,31.92,W,2010.0,7.0,5.0
2010-07-06,65.3533333333,1011.73972222,232.05,17.1468402778,8.80517361111,43.46,W,2010.0,7.0,6.0
2010-07-07,56.2075694444,1011.64958333,374.449166667,19.39625,5.73552083333,29.27,SW,2010.0,7.0,7.0
2010-07-08,50.1054166667,1008.668125,339.203055556,25.0548263889,7.29611111111,32.28,SW,2010.0,7.0,8.0
2010-07-09,51.2054861111,1006.97381944,310.618819444,27.735,6.31798611111,35.58,SW,2010.0,7.0,9.0
2010-07-10,52.9573263889,1007.10520833,335.186319444,28.9979861111,5.44677083333,28.68,W,2010.0,7.0,10.0
2010-07-11,69.2717013889,1004.93989583,268.366527778,26.5354861111,7.48972222222,49.87,SW,2010.0,7.0,11.0
2010-07-12,68.2257986111,1001.55100694,271.678541667,25.6435763889,9.86190972222,73.22,SW,2010.0,7.0,12.0
2010-07-13,60.9045833333,1000.44697917,282.976493056,22.9187152778,9.15152777778,31.56,SW,2010.0,7.0,13.0
2010-07-14,58.0828472222,996.544861111,331.122673611,25.6853819444,11.7627430556,82.44,SE,2010.0,7.0,14.0
2010-07-15,63.6327083333,1000.61763889,300.680763889,20.7298263889,17.5284375,59.93,SW,2010.0,7.0,15.0
2010-07-16,53.5661458333,1003.80447917,353.315694444,23.1430555556,11.2953125,51.8,SW,2010.0,7.0,16.0
2010-07-17,74.2266319444,1007.9528125,287.877569444,19.1148958333,11.5193402778,54.99,SW,2010.0,7.0,17.0
2010-07-18,59.6794444444,1015.67715278,334.793923611,19.1671875,5.38038194444,21.33,SW,2010.0,7.0,18.0
2010-07-19,50.5445833333,1012.59763889,359.163541667,22.6460763889,5.21815972222,29.27,,2010.0,7.0,19.0
2010-07-20,47.7731597222,1004.81125,331.412118056,24.7062847222,8.52694444444,33.04,E,2010.0,7.0,20.0
2010-07-21,53.4463194444,997.305798611,273.199340278,25.1102777778,10.0518055556,45.66,E,2010.0,7.0,21.0
2010-07-22,76.0888888889,1002.21743056,114.673611111,19.3857291667,7.75881944444,28.68,SW,2010.0,7.0,22.0
2010-07-23,65.4814930556,1005.45201389,307.030069444,20.7220486111,6.47326388889,32.28,NW,2010.0,7.0,23.0
2010-07-24,62.2640972222,1008.68315972,299.960173611,17.0361458333,11.2992013889,37.51,NW,2010.0,7.0,24.0
2010-07-25,65.9073263889,1005.20225694,286.035902778,16.5099652778,7.95875,28.39,W,2010.0,7.0,25.0
2010-07-26,87.475625,1001.453125,151.740694444,16.5353472222,8.00329861111,25.16,W,2010.0,7.0,26.0
2010-07-27,77.9428125,1005.40288194,280.420972222,18.3052777778,6.61628472222,25.6,W,2010.0,7.0,27.0
2010-07-28,78.3932638889,1002.86829861,209.269131944,18.31,8.9946875,34.69,W,2010.0,7.0,28.0
2010-07-29,88.2322916667,999.632708333,156.270104167,15.0532291667,7.19361111111,40.26,W,2010.0,7.0,29.0
2010-07-30,72.4312152778,1002.663125,291.053090278,17.3755902778,10.2564236111,42.12,SW,2010.0,7.0,30.0
2010-07-31,67.2283680556,1003.26815972,158.328020833,18.8239930556,10.6479861111,44.9,SW,2010.0,7.0,31.0
2010-08-01,72.9507638889,1001.96704861,196.405347222,20.9989583333,8.78746527778,28.11,SW,2010.0,8.0,1.0
2010-08-02,86.4842361111,1003.79989583,113.410243056,16.4286458333,6.54326388889,20.04,W,2010.0,8.0,2.0
2010-08-03,84.0322222222,1003.52385417,203.598611111,16.4685069444,7.49260416667,28.11,W,2010.0,8.0,3.0
2010-08-04,81.1925,997.743194444,158.912708333,16.0227430556,10.3319791667,51.8,SW,2010.0,8.0,4.0
2010-08-05,80.1492361111,997.181805556,195.414930556,16.4800347222,7.38569444444,30.2,W,2010.0,8.0,5.0
2010-08-06,67.945625,1005.64802083,312.435833333,17.8329513889,4.47670138889,24.52,W,2010.0,8.0,6.0
2010-08-07,67.1215972222,1006.51517361,273.201597222,18.5255208333,5.83909722222,35.58,,2010.0,8.0,7.0
2010-08-08,88.1578125,1004.11003472,121.091006944,17.5038541667,4.77465277778,22.98,W,2010.0,8.0,8.0
2010-08-09,84.0616666667,1005.68822917,128.910729167,17.3223611111,7.27798611111,22.8,W,2010.0,8.0,9.0
2010-08-10,70.4549652778,1002.74541667,230.280520833,19.8873611111,8.61680555556,37.51,SW,2010.0,8.0,10.0
2010-08-11,78.7880208333,1001.13038194,179.276076389,18.7605555556,10.8878125,39.67,SW,2010.0,8.0,11.0
2010-08-12,67.8347222222,1002.06069444,284.370972222,18.4310416667,6.55565972222,39.67,W,2010.0,8.0,12.0
2010-08-13,69.7449652778,1005.53850694,274.048472222,17.5154166667,8.0046875,29.27,SW,2010.0,8.0,13.0
2010-08-14,72.4571527778,1006.35975694,236.456041667,18.7419444444,7.815625,33.44,NE,2010.0,8.0,14.0
2010-08-15,84.570625,1001.71986111,66.3146527778,16.9317708333,10.1996875,44.17,N,2010.0,8.0,15.0
2010-08-16,92.7498263889,996.641111111,62.5351388889,15.2351388889,6.10961805556,20.45,SE,2010.0,8.0,16.0
2010-08-17,92.6701041667,995.001736111,107.161701389,14.5479861111,10.8827083333,44.9,W,2010.0,8.0,17.0
2010-08-18,87.3917708333,994.322638889,112.203958333,15.7745486111,14.8881597222,42.12,SW,2010.0,8.0,18.0
2010-08-19,74.9392682927,1002.71770035,217.782020906,16.1289198606,13.4772473868,42.78,SW,2010.0,8.0,19.0
2010-08-20,66.6433333333,1008.28576389,261.042534722,20.1208333333,8.33715277778,32.28,SW,2010.0,8.0,20.0
2010-08-21,74.0163888889,1009.96996528,209.860833333,21.8607291667,8.27194444444,39.67,SW,2010.0,8.0,21.0
2010-08-22,81.1602430556,1004.26993056,157.741527778,20.7231597222,11.0667013889,59.93,SW,2010.0,8.0,22.0
2010-08-23,88.9103472222,991.928993056,116.896180556,18.9003819444,12.3315277778,73.22,SW,2010.0,8.0,23.0
2010-08-24,72.0495138889,994.518680556,234.969409722,16.5138541667,19.3301736111,54.99,SW,2010.0,8.0,24.0
2010-08-25,77.7046180556,1002.38555556,165.481666667,15.6526041667,14.1384375,40.26,SW,2010.0,8.0,25.0
2010-08-26,95.1030208333,996.803958333,36.3317361111,14.7199652778,5.61993055556,28.97,E,2010.0,8.0,26.0
2010-08-27,95.420625,991.6965625,42.9426736111,14.4103472222,8.62190972222,36.04,NW,2010.0,8.0,27.0
2010-08-28,84.7178125,1002.63163194,181.4715625,12.5716666667,10.6602777778,38.03,W,2010.0,8.0,28.0
2010-08-29,87.8448263889,997.762013889,99.9768055556,11.6951736111,15.9647916667,46.44,SW,2010.0,8.0,29.0
2010-08-30,88.2871875,998.383333333,115.613645833,10.8647569444,9.46430555556,46.44,W,2010.0,8.0,30.0
2010-08-31,85.4179861111,1010.49701389,173.019340278,13.1365625,6.21892361111,26.8,W,2010.0,8.0,31.0
2010-09-01,85.2734027778,1009.45375,121.410416667,13.0605208333,6.11131944444,21.48,W,2010.0,9.0,1.0
2010-09-02,90.0055208333,1008.50017361,103.055486111,12.8085416667,5.11854166667,18.92,W,2010.0,9.0,2.0
2010-09-03,88.8604861111,1009.42927083,124.569895833,13.1536458333,3.54354166667,20.31,W,2010.0,9.0,3.0
2010-09-04,77.7777777778,1009.90489583,212.796701389,14.2855555556,5.78302083333,27.84,NW,2010.0,9.0,4.0
2010-09-05,74.5563541667,1012.23923611,245.643298611,13.1132638889,8.29746527778,39.67,E,2010.0,9.0,5.0
2010-09-06,66.9171875,1008.11284722,267.352222222,13.9735069444,10.4677430556,49.87,E,2010.0,9.0,6.0
2010-09-07,65.5655555556,997.605659722,87.0857986111,13.6256944444,12.5925694444,46.44,E,2010.0,9.0,7.0
2010-09-08,85.8485069444,993.744270833,59.4600347222,13.6264236111,10.2852430556,36.04,E,2010.0,9.0,8.0
2010-09-09,90.0174305556,999.794583333,111.244826389,14.631875,8.24847222222,29.57,SW,2010.0,9.0,9.0
2010-09-10,90.2895486111,1008.07798611,75.6752430556,14.4006597222,11.9533333333,40.26,SW,2010.0,9.0,10.0
2010-09-11,78.3689930556,1007.51038194,198.1675,17.6352777778,10.2258680556,36.52,SW,2010.0,9.0,11.0
2010-09-12,87.3407638889,1007.81079861,70.1564236111,15.4303472222,5.43420138889,26.31,W,2010.0,9.0,12.0
2010-09-13,82.5510763889,1012.38701389,142.057465278,14.2532291667,9.603125,32.66,W,2010.0,9.0,13.0
2010-09-14,93.1272125436,1003.39355401,24.8920557491,13.8456097561,19.052195122,49.87,SW,2010.0,9.0,14.0
